date,geography,geography code,Religion (detailed): Total: All Usual Residents,Religion (detailed): Christian,Religion (detailed): Buddhist,Religion (detailed): Hindu,Religion (detailed): Jewish,Religion (detailed): Muslim ,Religion (detailed): Sikh,Religion (detailed): No religion,Religion (detailed): No religion: Agnostic,Religion (detailed): No religion: Atheist,Religion (detailed): No religion: Free Thinker,Religion (detailed): No religion: Humanist,Religion (detailed): No religion: No religion,Religion (detailed): No religion: Realist,Religion (detailed): Other religion,Religion (detailed): Other religion: Alevi,Religion (detailed): Other religion: Animism,Religion (detailed): Other religion: Baha'i,Religion (detailed): Other religion: Believe in God,Religion (detailed): Other religion: Brahma Kumari,Religion (detailed): Other religion: Chinese Religion,Religion (detailed): Other religion: Church of All Religion,Religion (detailed): Other religion: Confucianist,Religion (detailed): Other religion: Deist,Religion (detailed): Other religion: Druid,Religion (detailed): Other religion: Druze,Religion (detailed): Other religion: Eckankar,Religion (detailed): Other religion: Heathen,Religion (detailed): Other religion: Jain,Religion (detailed): Other religion: Mixed Religion,Religion (detailed): Other religion: Mysticism,Religion (detailed): Other religion: Native American Church,Religion (detailed): Other religion: New Age,Religion (detailed): Other religion: Occult,Religion (detailed): Other religion: Other religions,Religion (detailed): Other religion: Own Belief System,Religion (detailed): Other religion: Pagan,Religion (detailed): Other religion: Pantheism,Religion (detailed): Other religion: Rastafarian,Religion (detailed): Other religion: Ravidassia,Religion (detailed): Other religion: Reconstructionist,Religion (detailed): Other religion: Satanism,Religion (detailed): Other religion: Scientology,Religion (detailed): Other religion: Shamanism,Religion (detailed): Other religion: Shintoism,Religion (detailed): Other religion: Spiritual,Religion (detailed): Other religion: Spiritualist,Religion (detailed): Other religion: Taoist,Religion (detailed): Other religion: Theism,Religion (detailed): Other religion: Thelemite,Religion (detailed): Other religion: Traditional African Religion,Religion (detailed): Other religion: Unification Church,Religion (detailed): Other religion: Universalist,Religion (detailed): Other religion: Valmiki,Religion (detailed): Other religion: Vodun,Religion (detailed): Other religion: Wicca,Religion (detailed): Other religion: Witchcraft,Religion (detailed): Other religion: Yazidi ,Religion (detailed): Other religion: Zoroastrian,Religion (detailed): Religion not stated
2021,Manchester,E08000003,551943,199873,3219,6048,2632,122962,2718,179037,402,150,3,86,178396,0,2741,43,6,66,27,3,2,0,2,15,12,2,6,21,191,74,0,1,4,6,658,22,516,16,93,15,7,75,22,17,8,370,179,40,15,0,14,4,3,0,6,105,10,18,47,32713
2021,Oldham,E08000004,242083,108720,468,1222,146,59031,132,60504,54,26,1,18,60404,1,587,3,0,3,6,0,0,1,0,4,4,1,2,7,7,9,0,0,0,0,138,3,159,5,38,0,3,10,3,0,2,60,68,7,3,0,0,0,1,0,0,37,1,0,2,11273
2021,Rochdale,E08000005,223768,104841,398,613,218,42121,191,64347,50,28,0,24,64245,0,673,9,4,8,2,0,0,0,0,1,8,5,0,16,3,11,0,0,1,1,170,4,198,6,5,0,4,10,4,5,0,57,84,5,0,0,0,0,1,0,0,38,0,0,13,10366
2021,Salford,E08000006,269921,128785,1022,2113,10373,13542,728,96140,220,54,1,28,95837,0,1066,1,0,13,9,1,0,0,0,3,4,1,2,14,15,21,0,0,5,2,258,6,290,12,7,2,1,22,9,1,5,153,124,12,0,5,5,1,2,0,2,44,3,0,11,16152
2021,Stockport,E08000007,294774,139951,964,2388,1234,16332,503,116748,141,63,0,51,116493,0,1209,4,3,43,11,0,0,0,0,3,7,0,0,13,215,37,1,0,1,0,247,10,248,6,15,3,2,26,0,2,7,103,104,10,3,1,1,5,0,1,0,48,8,3,18,15445
2021,Tameside,E08000008,231067,110539,588,3096,87,16945,181,87910,86,33,0,26,87765,0,875,0,0,12,2,1,1,0,0,1,4,5,0,25,23,24,0,0,2,2,201,4,260,5,8,0,1,15,5,12,1,65,117,12,2,1,0,1,0,0,0,48,6,1,8,10846
2021,Trafford,E08000009,235050,113712,955,4656,2408,20549,1984,77864,95,54,0,35,77680,0,915,3,4,73,7,1,0,1,1,2,4,1,0,13,72,36,0,0,2,0,234,6,166,3,20,2,2,12,3,1,0,103,64,19,3,0,7,3,2,0,0,30,2,4,9,12007
2021,Wigan,E08000010,329333,206870,831,995,84,4155,122,99784,84,42,3,24,99631,0,1102,11,5,7,8,0,0,0,0,2,16,0,0,26,0,16,1,0,0,1,249,13,362,10,7,0,4,25,1,1,7,83,144,11,1,1,4,3,1,0,1,55,6,15,5,15390
2021,Knowsley,E08000011,154519,102929,260,456,86,968,65,42001,33,20,0,6,41942,0,285,13,0,10,0,0,0,0,0,1,6,0,0,11,0,2,0,0,0,3,75,2,72,6,1,0,1,6,1,0,1,28,18,6,0,0,0,0,0,0,0,22,0,0,0,7469
2021,Liverpool,E08000012,486085,278330,2128,3802,1807,25756,641,142993,294,113,2,46,142538,0,1989,123,1,40,15,0,20,0,0,7,9,6,9,30,14,48,2,0,1,6,420,18,475,24,35,5,7,54,7,5,11,247,160,32,31,4,6,0,7,0,6,77,11,6,10,28639
2021,St. Helens,E08000013,183249,114200,501,597,63,1340,54,57189,68,37,0,11,57073,0,650,15,1,6,4,0,0,0,0,1,8,0,1,17,1,7,0,0,0,1,130,8,221,4,8,0,1,11,3,0,2,45,89,5,0,0,0,0,1,0,2,50,1,0,7,8655
2021,Sefton,E08000014,279235,179806,681,1095,364,2257,133,79905,119,47,0,47,79692,0,982,12,0,12,6,0,1,0,0,3,8,0,1,13,5,19,0,0,0,2,246,6,260,6,3,0,4,21,0,2,1,126,138,17,6,1,0,1,3,0,0,55,1,0,3,14012
2021,Wirral,E08000015,320200,176159,1015,1406,256,3257,311,119447,135,66,1,67,119176,2,1257,29,1,3,9,1,0,0,0,1,15,0,0,24,7,36,0,0,2,1,235,6,438,9,10,0,5,19,3,2,3,116,148,20,3,0,0,0,4,0,2,89,9,0,7,17092
2021,Barnsley,E08000016,244572,125502,435,416,62,1404,256,102906,82,45,1,16,102761,1,863,5,2,1,4,0,0,0,0,3,8,0,0,14,1,9,0,0,0,2,203,5,257,5,6,0,1,16,4,7,2,61,166,8,4,0,1,0,0,0,0,50,2,8,8,12728
2021,Doncaster,E08000017,308107,156747,821,1294,116,6898,1391,122645,99,63,0,31,122451,1,1725,335,2,7,5,0,0,0,0,4,12,0,0,40,3,31,0,1,2,0,277,9,331,8,24,3,1,38,1,105,3,95,281,4,0,3,0,0,2,0,0,83,8,3,4,16470
2021,Rotherham,E08000018,265811,130147,542,666,81,13465,461,105822,81,41,0,30,105670,0,935,38,3,9,6,0,0,0,0,1,11,0,0,26,3,4,0,0,0,1,203,6,268,2,3,0,0,21,3,2,1,61,174,4,4,1,0,0,2,0,2,71,2,0,3,13692
2021,Sheffield,E08000019,556522,214136,2215,3759,649,57044,927,241556,424,179,3,103,240847,0,2636,177,14,51,14,2,1,0,1,9,24,7,1,50,42,54,3,0,2,3,525,28,672,28,54,3,6,53,12,18,8,262,261,47,11,1,6,6,11,0,3,117,15,11,23,33600
2021,Newcastle upon Tyne,E08000021,300124,124009,1352,4212,573,26896,1449,122486,227,73,0,46,122139,1,1278,71,4,38,6,0,1,0,3,9,12,3,0,18,41,33,1,0,3,5,298,14,249,10,9,1,4,30,8,2,4,126,128,32,2,0,2,2,4,0,1,67,1,4,32,17869
2021,North Tyneside,E08000022,208972,97333,587,823,128,2517,437,96413,94,41,1,40,96237,0,780,4,1,19,7,0,0,0,1,3,4,0,2,22,11,10,0,0,1,2,159,6,174,1,4,0,3,19,4,3,4,86,155,3,4,0,1,0,3,0,0,50,3,0,11,9954
2021,South Tyneside,E08000023,147773,77783,264,259,36,3736,461,58045,43,36,0,15,57951,0,517,12,0,0,2,0,0,0,1,1,5,0,1,12,0,9,0,0,0,0,103,4,148,4,4,0,1,11,5,1,2,56,85,2,0,0,0,0,0,0,1,40,1,0,6,6672
2021,Sunderland,E08000024,274178,145806,539,611,87,4846,915,108263,78,45,6,17,108117,0,839,3,1,5,3,0,1,0,0,0,4,1,0,32,3,10,0,1,2,3,166,3,253,3,6,0,3,25,7,0,5,76,142,7,4,0,0,0,1,0,0,59,6,0,4,12272
2021,Birmingham,E08000025,1144912,389406,4340,21997,1687,341811,33126,276327,421,185,6,100,275614,1,6362,12,11,93,67,5,0,0,1,16,21,0,3,50,185,244,2,1,3,6,1227,49,923,34,418,1522,24,75,43,20,9,464,341,56,12,4,17,6,5,121,5,163,12,20,72,69856
2021,Coventry,E08000026,345326,151577,1257,13724,259,35800,17297,102336,176,67,1,48,102043,1,1910,29,0,26,12,0,0,0,0,9,9,1,8,31,106,88,0,0,1,1,319,9,371,7,37,299,2,23,2,13,5,147,136,17,1,0,3,0,3,81,0,67,4,18,25,21166
2021,Dudley,E08000027,323489,159461,798,2193,83,19978,5316,116404,106,49,1,33,116215,0,1464,9,3,3,6,0,1,0,0,2,14,0,0,24,9,45,0,1,1,0,242,13,448,6,33,98,1,25,9,13,7,82,248,14,1,0,1,0,0,9,0,81,13,0,2,17792
2021,Sandwell,E08000028,341831,136354,943,9447,79,45763,39252,89099,84,34,2,14,88965,0,2429,21,5,3,10,4,0,0,0,2,4,0,1,19,18,74,0,1,1,3,336,3,277,5,85,1004,1,17,13,14,2,106,165,14,3,1,6,0,2,130,2,72,0,1,4,18465
2021,Solihull,E08000029,216236,109707,594,6037,283,11532,5029,71064,84,24,0,30,70926,0,817,3,1,20,5,0,0,1,0,0,8,1,0,22,83,63,0,0,2,2,166,5,178,5,12,25,0,12,1,0,3,72,75,7,0,0,0,0,3,0,0,29,0,0,13,11173
2021,Walsall,E08000030,284124,126921,533,5096,74,32107,17148,85820,62,27,0,12,85719,0,1657,1,1,5,8,1,0,0,1,4,3,0,2,33,31,45,0,0,0,2,251,4,255,2,36,661,1,12,8,1,0,64,143,7,4,0,1,0,0,3,1,60,2,0,4,14768
2021,Wolverhampton,E08000031,263729,115640,915,9882,94,14489,31769,73317,79,30,0,20,73187,1,3158,0,2,7,18,0,0,0,0,1,9,0,1,24,21,64,0,0,2,3,272,4,267,7,91,1903,2,16,1,12,1,85,135,13,1,1,1,0,3,119,1,58,5,1,7,14465
2021,Bradford,E08000032,546408,182566,959,4757,254,166846,4834,154305,170,104,3,76,153952,0,2071,9,1,16,26,3,0,1,0,8,8,1,0,31,16,30,0,0,2,6,448,42,559,11,45,173,2,46,4,3,9,140,264,16,1,4,2,0,13,0,1,121,2,0,7,29816
2021,Calderdale,E08000033,206629,85677,630,1173,153,19650,387,86787,99,59,1,48,86580,0,1043,3,13,23,11,0,0,1,0,2,24,0,0,26,14,32,1,0,3,2,230,11,281,18,18,5,5,25,3,2,0,86,136,19,0,4,0,2,1,0,0,36,2,0,4,11129
2021,Kirklees,E08000034,433217,170577,996,1723,187,80046,3476,150598,130,77,0,63,150328,0,1665,17,6,23,9,0,6,0,1,5,10,0,0,38,19,37,0,0,1,4,369,9,451,5,41,27,4,37,7,6,6,158,201,27,10,3,2,0,1,0,0,111,7,0,7,23949
2021,Leeds,E08000035,811950,343311,2874,9217,6267,63054,10047,326230,536,230,1,129,325334,0,3635,14,10,71,35,17,0,0,0,14,27,1,9,71,64,109,4,3,4,7,848,36,945,37,73,41,4,110,9,7,15,414,312,55,16,4,12,0,9,0,4,174,13,6,31,47315
2021,Wakefield,E08000036,353367,173070,797,1270,127,11279,501,145949,113,65,1,19,145751,0,1402,2,1,6,7,4,1,0,0,2,11,0,0,41,3,26,0,1,1,4,277,8,449,7,19,0,3,32,3,1,2,96,279,12,2,1,1,0,5,0,0,81,5,0,9,18972
2021,Gateshead,E08000037,196153,99572,469,522,2905,4126,386,78572,64,42,0,16,78450,0,797,28,1,15,1,0,0,0,0,1,10,0,0,25,9,20,0,1,3,2,164,6,190,5,4,0,4,22,4,1,2,59,133,10,3,0,1,2,2,0,1,54,1,0,13,8804
2021,City of London,E09000001,8579,2976,95,203,177,540,6,3762,17,5,0,1,3739,0,53,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,21,0,5,0,1,0,0,2,0,1,0,9,4,0,0,0,2,0,0,0,0,1,0,0,1,767
2021,Barking and Dagenham,E09000002,218869,99342,821,6596,272,53389,4284,41192,58,21,0,8,41105,0,982,80,1,9,24,0,0,0,0,3,5,11,1,7,31,154,0,1,2,0,262,1,109,0,45,41,0,6,2,32,2,64,51,6,0,0,5,2,0,1,0,17,1,0,6,11991
2021,Barnet,E09000003,389343,142321,4158,22105,56616,47688,1524,78684,223,96,1,38,78326,0,5191,429,3,105,58,11,0,1,3,11,9,15,13,5,2459,231,1,0,4,3,814,14,142,6,32,4,5,14,9,15,56,238,105,41,8,1,73,3,7,0,0,31,2,0,210,31056
2021,Bexley,E09000004,246477,123908,2048,7516,217,9721,5272,82816,90,41,1,26,82658,0,993,36,0,18,9,0,0,0,1,1,5,0,0,19,39,43,1,2,2,1,217,4,170,2,11,72,0,13,3,16,5,94,116,27,4,1,4,0,1,0,2,39,2,0,13,13986
2021,Brent,E09000005,339814,131914,3117,52876,3723,72574,1530,46153,139,63,2,28,45921,0,4421,22,2,34,23,55,0,0,1,6,0,57,6,2,2488,144,1,0,2,4,821,13,71,6,127,9,1,27,2,32,12,218,92,12,3,1,10,1,3,0,7,14,3,2,87,23506
2021,Bromley,E09000006,329990,159452,2100,9644,966,10876,1068,122943,204,91,2,65,122580,1,1703,79,2,27,9,0,1,0,2,8,9,5,4,12,115,72,2,0,1,2,434,8,209,11,58,4,4,27,1,10,18,240,151,20,9,4,10,17,2,0,0,41,1,5,69,21238
2021,Camden,E09000007,210131,65980,2410,3991,10079,33830,487,72776,247,112,2,76,72339,0,1835,70,7,57,21,2,0,0,2,11,7,15,1,5,190,109,0,0,5,1,508,18,136,18,44,4,1,21,9,4,38,274,80,41,12,0,6,0,9,0,2,27,7,3,70,18743
2021,Croydon,E09000008,390723,190880,2371,23145,609,40717,1654,101120,212,74,3,58,100773,0,3192,106,2,22,42,0,0,0,1,4,8,0,12,15,863,131,1,0,2,0,764,18,236,9,138,1,7,16,15,10,13,321,229,27,6,0,24,19,3,0,4,54,5,17,47,27035
2021,Ealing,E09000009,367117,138937,4003,28236,1041,68907,28491,70230,189,43,0,37,69961,0,2739,18,2,50,23,3,1,0,5,13,5,89,6,4,311,157,1,0,3,3,615,27,136,9,65,347,2,22,12,175,48,209,129,26,6,2,6,8,5,50,5,40,2,0,99,24533
2021,Enfield,E09000010,329982,153015,1716,10231,3713,61477,1199,65242,128,42,3,69,65000,0,10348,7883,0,39,25,2,0,0,0,13,4,4,1,9,903,140,1,0,0,3,663,7,146,10,84,4,1,10,6,3,9,174,90,10,0,0,22,0,6,0,0,21,2,6,47,23041
2021,Greenwich,E09000011,289066,129112,5034,11647,603,24715,3229,94207,208,65,1,42,93890,1,1803,76,4,40,6,0,1,0,0,8,10,3,7,22,59,85,0,0,1,3,497,16,196,13,52,2,10,22,12,187,12,195,135,34,4,1,15,4,6,0,4,40,2,1,18,18716
2021,Hackney,E09000012,259139,79499,2343,1998,17426,34578,1867,94110,253,118,0,44,93695,0,4876,2886,8,24,28,0,2,0,0,6,4,0,9,5,29,78,0,2,2,3,781,12,165,52,157,6,5,22,17,1,15,372,72,28,6,4,11,0,2,0,11,22,8,1,20,22442
2021,Hammersmith and Fulham,E09000013,183161,83673,1723,2209,1228,21290,450,56059,159,71,3,26,55800,0,1231,36,4,36,24,0,0,0,1,11,2,20,0,6,46,73,2,0,2,3,361,10,97,4,52,0,3,16,12,3,17,183,80,25,5,1,5,0,5,0,3,21,5,1,56,15298
2021,Haringey,E09000014,264238,103944,2455,3529,9397,33295,892,83537,282,89,3,60,83100,3,6162,4153,5,43,24,1,1,0,1,14,6,4,3,7,124,95,4,0,0,8,720,11,197,29,147,1,5,26,1,8,12,284,68,30,8,4,10,0,7,0,8,33,7,8,45,21027
2021,Harrow,E09000015,261208,88602,2812,67392,7304,41503,2743,27748,93,36,1,28,27590,0,7700,74,1,55,14,7,4,0,1,5,2,1,7,7,6246,176,2,0,1,0,437,5,59,5,23,1,0,5,2,136,5,91,95,14,3,0,8,10,3,0,1,15,3,3,173,15404
2021,Havering,E09000016,262052,136765,1092,6454,1305,16135,4498,80235,87,35,0,23,80090,0,1056,55,3,23,4,1,1,0,0,2,3,0,0,8,105,56,0,1,0,1,251,4,179,6,14,33,8,21,1,22,3,83,96,8,1,2,6,0,1,2,0,37,1,0,14,14512
2021,Hillingdon,E09000017,305906,119434,2621,33020,1392,44077,26339,59213,114,53,1,28,59017,0,2681,28,5,26,14,1,0,0,0,2,1,20,2,5,865,195,0,0,3,1,359,10,137,2,19,305,1,8,4,198,5,120,114,19,1,0,2,0,7,52,0,29,2,0,119,17129
2021,Hounslow,E09000018,288175,110269,3932,27360,622,48028,24677,53502,108,43,0,29,53322,0,2316,10,1,41,25,0,1,0,0,4,0,44,5,4,586,153,1,0,2,2,362,8,145,6,21,84,4,13,3,371,8,144,92,11,5,1,2,0,2,16,1,27,2,11,98,17469
2021,Islington,E09000019,216590,75129,1813,2195,2714,25840,603,88465,286,119,1,44,88015,0,2929,1415,9,34,29,0,0,0,0,12,9,5,4,4,54,87,2,1,4,3,468,7,151,22,69,4,5,25,2,2,13,294,81,40,3,1,8,0,9,0,4,21,6,0,22,16902
2021,Kensington and Chelsea,E09000020,143378,69335,1606,1584,2681,16865,319,35610,134,39,2,14,35421,0,1067,7,2,38,15,0,0,0,0,7,0,39,1,38,38,73,1,0,1,1,364,11,54,5,31,1,4,7,2,7,21,158,44,20,4,0,2,0,4,0,1,9,0,3,54,14311
2021,Kingston upon Thames,E09000021,168068,71670,1726,8456,693,13366,1428,57642,132,54,1,25,57428,2,1121,16,3,22,18,1,0,0,1,7,3,14,0,9,175,75,1,0,0,2,248,3,121,5,15,4,5,10,5,2,10,155,69,26,7,0,0,1,2,0,0,14,4,8,60,11966
2021,Lambeth,E09000022,317657,138714,2437,3179,1344,25871,527,119124,392,138,3,70,118521,0,2351,43,11,16,33,2,0,0,2,7,6,1,6,10,122,80,0,0,2,3,772,22,211,9,229,3,11,14,11,6,9,407,136,37,8,3,26,7,8,0,7,42,0,0,29,24110
2021,Lewisham,E09000023,300551,131706,3270,6459,826,22264,720,110379,281,141,0,64,109893,0,2267,74,12,35,19,1,3,0,1,6,5,2,4,28,26,94,4,0,4,4,722,18,254,28,161,8,2,25,6,1,19,395,117,47,5,4,15,0,5,0,4,57,13,4,35,22660
2021,Merton,E09000024,215185,101320,1899,12610,754,21673,614,60224,157,60,0,32,59975,0,1203,41,3,32,20,0,0,0,0,6,8,7,1,7,114,79,0,0,0,0,321,13,118,9,28,1,2,11,2,4,13,158,88,17,4,0,9,4,0,0,6,24,3,0,50,14888
2021,Newham,E09000025,351038,123746,2160,21405,448,122146,5638,50794,175,46,0,17,50556,0,1768,81,2,18,15,0,0,0,0,3,8,1,6,6,162,95,0,0,4,0,591,16,96,6,90,164,5,16,22,17,4,187,57,20,7,0,5,1,0,2,3,32,2,0,24,22933
2021,Redbridge,E09000026,310258,94473,1611,34372,6412,97068,17622,39001,125,45,2,31,38798,0,2024,245,0,20,16,1,0,0,1,3,5,0,1,4,544,176,2,0,1,1,389,4,66,2,36,160,3,12,1,1,9,113,81,17,2,0,4,0,1,4,0,18,4,0,77,17675
2021,Richmond upon Thames,E09000027,195280,88556,1593,4184,1262,8492,1987,74076,161,83,1,58,73773,0,1275,19,4,39,15,1,0,0,3,6,5,3,2,12,120,83,0,0,1,0,324,7,110,10,16,5,5,7,8,5,17,210,83,21,3,1,0,0,8,0,2,19,4,0,97,13855
2021,Southwark,E09000028,307630,133298,2965,3444,1243,29633,632,111932,311,124,3,62,111432,0,2145,69,2,38,28,0,0,0,0,7,5,3,10,9,79,85,1,0,4,4,644,15,200,14,127,2,4,27,44,9,13,388,116,45,10,3,23,4,6,0,6,35,6,6,54,22338
2021,Sutton,E09000029,209640,95960,1822,14666,407,14736,447,67769,122,33,0,29,67584,1,1244,61,0,15,11,0,0,1,1,5,3,2,4,11,160,75,0,0,0,0,284,2,167,6,15,2,0,12,6,11,10,112,137,10,6,0,1,22,1,0,1,27,1,0,62,12589
2021,Tower Hamlets,E09000030,310307,69223,2961,6298,1341,123912,966,82635,295,92,0,31,82217,0,1653,94,10,30,15,0,4,0,0,7,8,4,1,5,152,59,0,0,0,1,450,22,147,13,44,6,7,28,7,2,21,283,75,42,10,0,13,0,8,1,7,31,6,2,38,21318
2021,Waltham Forest,E09000031,278429,108630,1834,5155,1268,60157,1285,77739,197,98,1,57,77385,1,2813,1383,2,17,21,0,3,0,0,5,6,8,1,5,41,67,3,0,2,0,528,5,170,12,85,4,3,17,12,2,12,201,95,16,7,0,4,0,6,11,2,33,2,0,22,19548
2021,Wandsworth,E09000032,327501,139656,2275,6419,1756,32519,967,118543,321,113,2,58,118049,0,1866,20,6,38,38,3,0,0,1,16,6,16,3,10,76,138,0,0,4,2,524,28,136,15,66,1,7,14,6,12,18,330,142,29,3,0,7,3,8,0,12,36,6,9,77,23500
2021,Westminster,E09000033,204242,76245,2603,4457,5628,40873,573,52937,174,50,2,23,52688,0,1747,24,4,50,23,0,2,0,1,8,2,51,1,6,198,105,1,1,1,5,551,9,85,8,25,1,3,7,13,1,36,218,87,30,1,1,6,1,3,0,6,15,1,2,154,19179
2021,Isle of Anglesey,W06000001,68878,35485,154,62,30,328,30,28066,29,17,0,15,28005,0,277,0,3,7,0,0,0,1,0,0,10,0,0,4,2,4,0,0,0,5,58,1,90,3,0,0,0,7,1,0,0,35,25,5,0,2,0,0,1,0,0,9,4,0,0,4446
2021,Gwynedd,W06000002,117394,54249,426,255,59,1137,46,51940,88,28,0,40,51784,0,770,1,7,23,2,0,0,0,0,5,14,0,1,11,8,34,2,1,0,5,106,6,301,12,10,0,2,11,2,2,0,73,60,6,0,3,0,0,5,0,2,48,5,0,2,8512
2021,Conwy,W06000003,114741,58283,375,254,63,842,33,46946,72,25,0,31,46818,0,621,0,5,11,3,0,2,0,0,3,9,0,0,13,0,13,1,0,2,1,89,14,214,9,5,1,1,5,0,1,1,67,98,4,3,0,0,0,1,0,0,41,3,0,1,7324
2021,Denbighshire,W06000004,95821,47226,320,209,48,740,38,40297,35,23,0,23,40216,0,487,3,1,3,3,0,0,0,0,1,13,2,0,9,4,5,0,0,1,0,93,5,161,10,5,0,0,3,2,2,0,46,69,10,2,0,0,0,0,0,1,29,4,0,0,6456
2021,Flintshire,W06000005,154961,79849,397,320,60,739,23,62995,59,28,1,20,62887,0,476,8,2,3,1,0,0,0,0,2,6,0,0,4,2,8,0,0,0,3,89,8,165,2,3,0,0,11,1,0,0,52,62,4,0,0,0,0,1,0,0,35,4,0,0,10102
2021,Wrexham,W06000006,135114,66880,404,333,51,1540,78,56478,51,27,1,20,56379,0,509,22,0,0,0,2,0,0,0,1,4,0,0,9,0,16,0,0,1,0,93,4,182,1,2,3,1,11,1,2,1,43,64,5,1,3,0,0,1,0,0,31,2,0,3,8841
2021,Ceredigion,W06000008,71476,33409,378,158,75,515,35,30749,69,25,0,31,30624,0,677,1,12,4,3,0,0,0,0,4,7,0,0,14,3,23,0,0,1,3,98,7,269,9,3,0,2,19,0,2,3,77,50,13,1,1,0,0,1,0,0,38,4,0,5,5480
2021,Pembrokeshire,W06000009,123360,60174,462,161,58,587,32,52998,71,40,3,56,52827,1,743,17,4,2,9,0,0,0,0,1,9,0,0,7,4,28,0,0,3,1,135,12,273,7,4,0,1,6,0,6,0,92,70,6,0,0,0,0,3,0,1,34,7,0,1,8145
2021,Carmarthenshire,W06000010,187898,89378,557,419,103,1026,177,83407,80,42,0,27,83258,0,1128,1,4,13,12,0,0,1,0,1,25,0,1,16,2,45,2,0,1,1,183,3,389,8,4,0,1,9,1,36,2,135,142,15,4,0,1,0,9,0,0,59,2,0,0,11703
2021,Swansea,W06000011,238485,98492,942,1010,159,7694,346,112687,146,61,2,41,112436,1,1170,18,3,33,16,0,1,0,0,3,14,3,2,22,6,29,1,0,1,6,221,10,333,9,32,3,6,38,1,5,6,147,97,15,3,0,4,2,1,0,1,67,5,3,3,15985
2021,Neath Port Talbot,W06000012,142287,59974,383,400,32,1062,151,70942,68,30,2,28,70814,0,627,7,0,0,4,0,0,0,0,1,3,0,0,9,1,14,0,1,3,1,95,2,217,3,3,0,5,14,1,1,1,63,114,8,1,0,0,0,1,0,0,48,5,0,1,8716
2021,Bridgend,W06000013,145487,58776,398,339,38,797,98,76140,64,23,0,39,76013,1,692,1,0,4,0,0,0,0,0,4,9,0,0,15,1,13,0,0,1,0,117,8,226,5,4,0,0,16,0,3,2,61,155,7,3,0,1,0,0,0,0,34,2,0,0,8209
2021,Vale of Glamorgan,W06000014,131940,58237,420,440,143,1205,147,63164,84,86,1,40,62953,0,638,0,3,6,4,0,0,0,0,1,8,1,0,11,3,20,1,1,0,0,149,5,146,6,8,0,3,12,3,3,2,74,117,8,2,0,1,0,1,0,1,26,3,0,9,7546
2021,Cardiff,W06000015,362301,138885,1630,5434,690,33650,1517,155588,313,114,1,89,155071,0,2019,27,4,43,20,1,0,0,0,6,20,0,3,19,40,47,0,0,4,4,466,15,505,26,26,0,9,50,6,16,8,255,217,36,1,3,2,4,8,0,3,75,9,15,26,22888
2021,Rhondda Cynon Taff,W06000016,237656,86474,588,497,72,1378,248,133486,105,43,1,34,133303,0,1087,12,1,7,3,0,0,0,0,1,19,0,1,19,3,22,0,1,1,1,168,7,353,9,4,0,5,18,2,1,1,110,216,9,0,1,0,0,2,0,0,78,8,0,4,13826
2021,Caerphilly,W06000018,175954,63998,322,246,84,594,210,99769,86,30,0,28,99624,1,765,15,1,11,3,0,0,0,0,1,14,0,0,17,5,11,0,1,1,0,124,3,255,0,6,0,2,17,1,3,2,61,147,11,3,0,0,1,2,0,1,38,6,0,2,9966
2021,Blaenau Gwent,W06000019,66905,24392,119,76,10,287,108,37706,28,9,0,2,37666,1,310,0,0,0,1,0,0,0,0,0,7,0,0,9,0,6,0,0,0,0,45,1,102,2,5,0,1,6,0,1,0,36,60,0,0,2,0,0,0,0,0,26,0,0,0,3897
2021,Torfaen,W06000020,92275,38327,260,253,14,363,62,46872,41,26,0,11,46794,0,493,1,0,4,2,0,0,0,0,1,4,0,0,5,0,8,1,0,0,0,57,2,167,0,5,0,1,8,0,75,1,43,71,1,1,1,0,0,0,0,1,33,0,0,0,5631
2021,Monmouthshire,W06000021,92959,45250,339,204,79,435,102,40311,66,22,0,33,40190,0,519,0,1,25,2,1,0,0,0,2,3,0,0,3,3,21,0,1,1,0,95,1,172,4,2,0,0,11,2,6,4,45,61,12,4,0,0,0,2,0,0,35,0,0,0,5720
2021,Newport,W06000022,159591,68287,479,761,90,11280,415,68563,97,32,0,20,68414,0,739,69,3,17,5,1,0,0,0,18,5,1,0,12,11,20,0,0,0,1,119,4,182,4,8,0,3,7,0,19,0,72,103,11,0,0,0,0,1,0,0,40,0,0,3,8977
2021,Powys,W06000023,133168,65134,595,307,81,462,72,55968,88,48,1,40,55791,0,937,0,15,7,8,0,0,0,0,0,16,0,0,6,0,29,0,1,1,2,145,7,343,12,3,1,1,17,1,82,4,81,87,12,3,2,1,0,4,0,0,37,8,0,1,9612
2021,Merthyr Tydfil,W06000024,58836,23614,127,110,5,289,82,31320,18,11,0,3,31288,0,228,9,0,0,1,0,0,0,0,0,1,0,0,9,3,2,0,0,0,0,44,1,59,0,3,0,0,8,1,0,0,26,53,1,0,0,0,0,0,0,0,6,0,0,1,3061
